Latitude (decimal degrees):	38.975
Longitude (decimal degrees):	-5.270
Elevation (m):	459
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230811:0610,16590.0,34.1,6.52,22.37,1.31,0.0
20230811:0710,120350.0,194.95,18.0,23.47,0.97,0.0
20230811:0810,321340.0,432.91,29.64,27.18,1.17,0.0
20230811:0910,486110.0,653.66,41.14,29.9,1.17,0.0
20230811:1010,592720.0,822.07,51.97,32.64,1.17,0.0
20230811:1110,664850.0,943.9,61.05,35.04,1.52,0.0
20230811:1210,704690.0,1013.37,66.09,36.85,1.86,0.0
20230811:1310,707060.0,1014.23,64.47,38.16,2.34,0.0
20230811:1410,654900.0,927.59,57.17,39.0,2.69,0.0
20230811:1510,548790.0,762.77,47.08,39.37,3.03,0.0
20230811:1610,403220.0,557.22,35.86,39.25,3.24,0.0
20230811:1710,215460.0,319.35,24.25,38.78,3.31,0.0
20230811:1810,44080.0,97.48,12.65,37.92,3.1,0.0
20230811:1910,0.0,3.5,1.35,36.57,2.21,0.0
20230811:2010,0.0,0.0,0.0,34.49,2.21,0.0
20230811:2110,0.0,0.0,0.0,32.86,2.28,0.0
20230811:2210,0.0,0.0,0.0,31.39,2.34,0.0
20230811:2310,0.0,0.0,0.0,30.16,2.48,0.0
20230812:0010,0.0,0.0,0.0,29.05,2.48,0.0
20230812:0110,0.0,0.0,0.0,27.94,2.34,0.0
20230812:0210,0.0,0.0,0.0,26.86,2.14,0.0
20230812:0310,0.0,0.0,0.0,25.89,2.14,0.0
20230812:0410,0.0,0.0,0.0,25.15,2.28,0.0
20230812:0510,0.0,0.0,0.0,24.5,2.14,0.0
20230812:0610,15850.0,33.23,6.37,23.93,1.93,0.0
20230812:0710,118050.0,192.38,17.85,25.11,1.59,0.0
20230812:0810,318690.0,427.14,29.5,27.44,1.93,0.0
20230812:0910,483110.0,641.06,40.98,29.83,2.14,0.0
20230812:1010,605960.0,822.03,51.78,32.32,2.48,0.0
20230812:1110,678220.0,938.24,60.82,34.51,2.9,0.0
20230812:1210,723010.0,1013.72,65.8,35.98,3.1,0.0
20230812:1310,718660.0,1008.68,64.17,36.96,3.31,0.0
20230812:1410,662760.0,920.94,56.92,37.57,3.52,0.0
20230812:1510,555620.0,761.37,46.86,37.81,3.59,0.0
20230812:1610,403710.0,551.6,35.65,37.65,3.66,0.0
20230812:1710,214840.0,316.17,24.04,37.12,3.52,0.0
20230812:1810,42930.0,94.75,12.43,36.28,3.38,0.0
20230812:1910,0.0,0.0,0.0,34.96,2.55,0.0
20230812:2010,0.0,0.0,0.0,33.27,2.28,0.0
20230812:2110,0.0,0.0,0.0,31.93,2.34,0.0
20230812:2210,0.0,0.0,0.0,30.72,2.62,0.0
20230812:2310,0.0,0.0,0.0,29.64,2.9,0.0
20230813:0010,0.0,0.0,0.0,28.52,2.9,0.0
20230813:0110,0.0,0.0,0.0,27.46,2.69,0.0
20230813:0210,0.0,0.0,0.0,26.43,2.55,0.0
20230813:0310,0.0,0.0,0.0,25.52,2.34,0.0
20230813:0410,0.0,0.0,0.0,24.7,2.14,0.0
20230813:0510,0.0,0.0,0.0,23.99,1.86,0.0
20230813:0610,14690.0,31.48,6.21,23.39,1.52,0.0
20230813:0710,117850.0,190.65,17.71,23.93,1.59,0.0
20230813:0810,319690.0,425.67,29.35,25.52,1.52,0.0
20230813:0910,484460.0,640.69,40.83,27.8,1.52,0.0
20230813:1010,600150.0,811.73,51.6,30.27,1.86,0.0
20230813:1110,684220.0,944.07,60.58,32.63,2.41,0.0
20230813:1210,718950.0,1000.87,65.51,34.5,2.97,0.0
20230813:1310,718650.0,1001.85,63.87,35.82,3.31,0.0
20230813:1410,662780.0,915.25,56.65,36.64,3.59,0.0
20230813:1510,555560.0,755.72,46.62,36.96,3.86,0.0
20230813:1610,402780.0,546.09,35.43,36.67,4.07,0.0
20230813:1710,212970.0,310.69,23.83,35.85,4.21,0.0
20230813:1810,41990.0,92.93,12.22,34.46,4.07,0.0
20230813:1910,0.0,0.0,0.0,32.97,2.76,0.0
20230813:2010,0.0,0.0,0.0,31.17,2.34,0.0
20230813:2110,0.0,0.0,0.0,29.74,2.07,0.0
20230813:2210,0.0,0.0,0.0,28.43,2.14,0.0
20230813:2310,0.0,0.0,0.0,27.3,2.28,0.0
20230814:0010,0.0,0.0,0.0,26.25,2.28,0.0
20230814:0110,0.0,0.0,0.0,25.24,2.07,0.0
20230814:0210,0.0,0.0,0.0,24.24,1.86,0.0
20230814:0310,0.0,0.0,0.0,23.26,1.66,0.0
20230814:0410,0.0,0.0,0.0,22.27,1.52,0.0
20230814:0510,0.0,0.0,0.0,21.38,1.38,0.0
20230814:0610,14300.0,30.61,6.06,20.71,1.24,0.0
20230814:0710,119470.0,192.39,17.56,22.41,1.17,0.0
20230814:0810,322220.0,427.45,29.21,24.29,1.17,0.0
20230814:0910,486020.0,641.35,40.67,26.58,1.24,0.0
20230814:1010,608750.0,821.24,51.41,28.91,1.66,0.0
20230814:1110,689240.0,949.13,60.34,31.0,2.07,0.0
20230814:1210,727020.0,1012.99,65.21,32.72,2.41,0.0
20230814:1310,716780.0,1001.14,63.57,33.98,2.55,0.0
20230814:1410,635040.0,876.15,56.39,34.94,2.76,0.0
20230814:1510,554650.0,755.23,46.39,35.38,2.97,0.0
20230814:1610,405690.0,549.6,35.21,35.31,3.17,0.0
20230814:1710,161760.0,231.92,23.61,34.85,3.24,0.0
20230814:1810,47600.0,81.88,12.0,33.97,3.17,0.0
20230814:1910,0.0,0.0,0.0,32.23,2.41,0.0
20230814:2010,0.0,0.0,0.0,30.48,2.07,0.0
20230814:2110,0.0,0.0,0.0,29.08,1.86,0.0
20230814:2210,0.0,0.0,0.0,27.57,1.79,0.0
20230814:2310,0.0,0.0,0.0,26.19,1.93,0.0
20230815:0010,0.0,0.0,0.0,25.11,2.0,0.0
20230815:0110,0.0,0.0,0.0,24.09,1.93,0.0
20230815:0210,0.0,0.0,0.0,23.2,1.86,0.0
20230815:0310,0.0,0.0,0.0,22.33,1.72,0.0
20230815:0410,0.0,0.0,0.0,21.45,1.52,0.0
20230815:0510,0.0,0.0,0.0,20.74,1.38,0.0
20230815:0610,13740.0,29.73,5.9,20.25,1.31,0.0
20230815:0710,120020.0,193.12,17.41,22.04,0.9,0.0
20230815:0810,322300.0,429.78,29.06,24.59,0.76,0.0
20230815:0910,485760.0,649.44,40.51,27.04,0.55,0.0
20230815:1010,605080.0,832.36,51.22,29.65,0.83,0.0
20230815:1110,682600.0,955.95,60.1,31.96,1.45,0.0
20230815:1210,723470.0,1019.94,64.91,33.71,2.07,0.0
20230815:1310,720890.0,1013.92,63.27,34.89,2.48,0.0
20230815:1410,679410.0,946.07,56.11,35.65,2.76,0.0
20230815:1510,543240.0,741.59,46.14,36.0,2.97,0.0
20230815:1610,330790.0,450.12,34.98,35.89,3.03,0.0
20230815:1710,155300.0,223.71,23.39,35.38,3.03,0.0
20230815:1810,46970.0,81.9,11.77,34.34,2.9,0.0
20230815:1910,0.0,0.0,0.0,32.41,2.48,0.0
20230815:2010,0.0,0.0,0.0,30.74,2.28,0.0
20230815:2110,0.0,0.0,0.0,29.55,1.93,0.0
20230815:2210,0.0,0.0,0.0,28.38,1.72,0.0
20230815:2310,0.0,0.0,0.0,27.11,1.79,0.0
20230816:0010,0.0,0.0,0.0,26.04,1.93,0.0
20230816:0110,0.0,0.0,0.0,25.08,2.0,0.0
20230816:0210,0.0,0.0,0.0,24.12,2.0,0.0
20230816:0310,0.0,0.0,0.0,23.32,2.0,0.0
20230816:0410,0.0,0.0,0.0,22.59,1.86,0.0
20230816:0510,0.0,0.0,0.0,21.86,1.66,0.0
20230816:0610,13060.0,28.86,5.74,21.26,1.45,0.0
20230816:0710,119160.0,190.47,17.26,22.01,1.45,0.0
20230816:0810,321310.0,424.91,28.91,23.79,1.17,0.0
20230816:0910,488170.0,646.07,40.35,26.2,0.9,0.0
20230816:1010,605960.0,828.88,51.03,28.65,0.83,0.0
20230816:1110,684860.0,957.28,59.86,30.8,1.24,0.0
20230816:1210,722570.0,1015.32,64.61,32.48,1.86,0.0
20230816:1310,719440.0,1008.26,62.95,33.7,2.28,0.0
20230816:1410,662030.0,914.56,55.84,34.51,2.69,0.0
20230816:1510,555480.0,753.6,45.9,34.76,2.97,0.0
20230816:1610,402450.0,543.49,34.75,34.63,3.1,0.0
20230816:1710,213310.0,310.12,23.16,34.09,3.31,0.0
20230816:1810,40570.0,89.18,11.54,33.17,3.24,0.0
20230816:1910,0.0,0.0,0.0,31.88,2.41,0.0
20230816:2010,0.0,0.0,0.0,30.27,2.07,0.0
20230816:2110,0.0,0.0,0.0,29.01,1.93,0.0
20230816:2210,0.0,0.0,0.0,27.81,2.0,0.0
20230816:2310,0.0,0.0,0.0,26.73,2.07,0.0
20230817:0010,0.0,0.0,0.0,25.77,2.14,0.0
20230817:0110,0.0,0.0,0.0,24.88,2.14,0.0
20230817:0210,0.0,0.0,0.0,24.03,2.0,0.0
20230817:0310,0.0,0.0,0.0,23.21,1.86,0.0
20230817:0410,0.0,0.0,0.0,22.39,1.66,0.0
20230817:0510,0.0,0.0,0.0,21.63,1.52,0.0
20230817:0610,13080.0,28.86,5.59,21.04,1.45,0.0
20230817:0710,118950.0,190.54,17.11,22.28,1.17,0.0
20230817:0810,322090.0,426.51,28.76,24.11,1.17,0.0
20230817:0910,490430.0,647.97,40.18,26.44,1.1,0.0
20230817:1010,608050.0,826.27,50.83,28.91,1.24,0.0
20230817:1110,687900.0,953.47,59.61,31.05,1.72,0.0
20230817:1210,722820.0,1011.43,64.3,32.69,2.14,0.0
20230817:1310,713310.0,998.51,62.64,33.85,2.34,0.0
20230817:1410,657010.0,910.85,55.55,34.67,2.48,0.0
20230817:1510,551010.0,751.01,45.64,35.08,2.69,0.0
20230817:1610,401730.0,543.97,34.51,35.05,3.03,0.0
20230817:1710,212140.0,309.3,22.93,34.56,3.31,0.0
20230817:1810,38170.0,87.0,11.3,33.48,3.38,0.0
20230817:1910,0.0,0.0,0.0,31.68,2.62,0.0
20230817:2010,0.0,0.0,0.0,30.01,2.28,0.0
20230817:2110,0.0,0.0,0.0,28.66,2.21,0.0
20230817:2210,0.0,0.0,0.0,27.47,2.21,0.0
20230817:2310,0.0,0.0,0.0,26.34,2.21,0.0
20230818:0010,0.0,0.0,0.0,25.25,2.14,0.0
20230818:0110,0.0,0.0,0.0,24.28,2.28,0.0
20230818:0210,0.0,0.0,0.0,23.41,2.21,0.0
20230818:0310,0.0,0.0,0.0,22.6,1.86,0.0
20230818:0410,0.0,0.0,0.0,21.73,1.59,0.0
20230818:0510,0.0,0.0,0.0,20.9,1.45,0.0
20230818:0610,11960.0,27.11,5.43,20.17,1.31,0.0
20230818:0710,118920.0,188.94,16.96,21.44,1.45,0.0
20230818:0810,318740.0,418.88,28.61,23.09,1.38,0.0
20230818:0910,461820.0,604.27,40.02,25.35,1.24,0.0
20230818:1010,613200.0,823.93,50.64,27.69,1.52,0.0
20230818:1110,659480.0,898.68,59.36,29.91,2.07,0.0
20230818:1210,717530.0,990.58,63.99,31.6,2.48,0.0
20230818:1310,747540.0,1038.53,62.32,32.68,2.69,0.0
20230818:1410,572790.0,776.53,55.27,33.27,2.9,0.0
20230818:1510,532990.0,717.41,45.38,33.51,2.97,0.0
20230818:1610,361780.0,485.48,34.27,33.29,3.03,0.0
20230818:1710,208080.0,300.63,22.69,32.88,3.1,0.0
20230818:1810,43610.0,86.0,11.07,32.03,3.03,0.0
20230818:1910,0.0,0.0,0.0,30.99,2.28,0.0
20230818:2010,0.0,0.0,0.0,29.48,2.07,0.0
20230818:2110,0.0,0.0,0.0,28.29,1.93,0.0
20230818:2210,0.0,0.0,0.0,27.19,1.93,0.0
20230818:2310,0.0,0.0,0.0,26.26,1.93,0.0
20230819:0010,0.0,0.0,0.0,25.42,1.86,0.0
20230819:0110,0.0,0.0,0.0,24.69,1.79,0.0
20230819:0210,0.0,0.0,0.0,24.02,1.72,0.0
20230819:0310,0.0,0.0,0.0,23.35,1.66,0.0
20230819:0410,0.0,0.0,0.0,22.7,1.52,0.0
20230819:0510,0.0,0.0,0.0,22.13,1.45,0.0
20230819:0610,12450.0,27.98,5.27,21.62,1.24,0.0
20230819:0710,115340.0,184.96,16.81,23.28,0.9,0.0
20230819:0810,310780.0,415.3,28.46,25.75,0.97,0.0
20230819:0910,472260.0,629.31,39.85,28.14,0.97,0.0
20230819:1010,591430.0,808.08,50.44,30.26,1.17,0.0
20230819:1110,669660.0,932.76,59.1,32.12,1.59,0.0
20230819:1210,701170.0,983.23,63.67,33.62,2.07,0.0
20230819:1310,696760.0,976.65,61.99,34.71,2.34,0.0
20230819:1410,643820.0,895.12,54.97,35.49,2.41,0.0
20230819:1510,530600.0,726.16,45.12,35.89,2.48,0.0
20230819:1610,386720.0,527.59,34.03,35.93,2.55,0.0
20230819:1710,202810.0,298.8,22.45,35.55,2.55,0.0
20230819:1810,35790.0,82.53,10.82,34.83,2.55,0.0
20230819:1910,0.0,0.0,0.0,33.39,2.14,0.0
20230819:2010,0.0,0.0,0.0,31.74,2.07,0.0
20230819:2110,0.0,0.0,0.0,30.42,2.0,0.0
20230819:2210,0.0,0.0,0.0,29.16,2.0,0.0
20230819:2310,0.0,0.0,0.0,27.89,1.86,0.0
20230820:0010,0.0,0.0,0.0,26.6,1.72,0.0
20230820:0110,0.0,0.0,0.0,25.98,1.38,0.0
20230820:0210,0.0,0.0,0.0,26.36,1.03,0.0
20230820:0310,0.0,0.0,0.0,25.6,1.03,0.0
20230820:0410,0.0,0.0,0.0,24.95,1.03,0.0
20230820:0510,0.0,0.0,0.0,24.74,0.97,0.0
20230820:0610,11670.0,27.11,5.11,24.37,0.83,0.0
20230820:0710,115890.0,187.9,16.66,25.03,0.28,0.0
20230820:0810,307530.0,417.03,28.3,28.14,0.62,0.0
20230820:0910,469720.0,634.27,39.68,30.82,1.03,0.0
20230820:1010,587360.0,814.33,50.24,33.12,1.24,0.0
20230820:1110,654420.0,928.98,58.84,34.97,1.38,0.0
20230820:1210,689670.0,989.5,63.35,36.32,1.66,0.0
20230820:1310,687060.0,983.01,61.67,37.3,2.0,0.0
20230820:1410,634100.0,895.47,54.68,37.99,2.28,0.0
20230820:1510,511740.0,708.6,44.85,38.24,2.48,0.0
20230820:1610,348900.0,481.33,33.78,38.12,2.55,0.0
20230820:1710,178610.0,262.97,22.21,37.61,2.48,0.0
20230820:1810,32930.0,81.58,10.58,36.8,2.41,0.0
20230820:1910,0.0,0.0,0.0,35.27,2.07,0.0
20230820:2010,0.0,0.0,0.0,33.41,2.21,0.0
20230820:2110,0.0,0.0,0.0,31.96,2.14,0.0
20230820:2210,0.0,0.0,0.0,30.51,2.0,0.0
20230820:2310,0.0,0.0,0.0,28.99,1.79,0.0
20230821:0010,0.0,0.0,0.0,27.76,1.72,0.0
20230821:0110,0.0,0.0,0.0,26.88,1.59,0.0
20230821:0210,0.0,0.0,0.0,26.76,1.31,0.0
20230821:0310,0.0,0.0,0.0,26.48,1.1,0.0
20230821:0410,0.0,0.0,0.0,25.8,1.1,0.0
20230821:0510,0.0,0.0,0.0,25.2,1.1,0.0
20230821:0610,10540.0,25.36,4.95,24.25,1.17,0.0
20230821:0710,116740.0,190.22,16.51,26.25,0.48,0.0
20230821:0810,311440.0,426.47,28.15,29.62,0.41,0.0
20230821:0910,469130.0,644.91,39.51,32.64,0.55,0.0
20230821:1010,586290.0,826.67,50.03,35.3,1.03,0.0
20230821:1110,656020.0,947.75,58.58,37.27,1.24,0.0
20230821:1210,695880.0,1017.16,63.03,38.6,1.52,0.0
20230821:1310,691540.0,1010.33,61.33,39.6,1.72,0.0
20230821:1410,637730.0,918.86,54.38,40.27,1.93,0.0
20230821:1510,532240.0,751.15,44.58,40.54,2.14,0.0
20230821:1610,386780.0,541.08,33.52,40.46,2.41,0.0
20230821:1710,199060.0,299.96,21.96,40.03,2.62,0.0
20230821:1810,35150.0,80.58,10.32,39.12,2.62,0.0
20230821:1910,0.0,0.0,0.0,37.27,2.34,0.0
20230821:2010,0.0,0.0,0.0,35.34,2.0,0.0
20230821:2110,0.0,0.0,0.0,33.71,1.86,0.0
20230821:2210,0.0,0.0,0.0,31.9,1.86,0.0
20230821:2310,0.0,0.0,0.0,30.39,1.79,0.0
20230822:0010,0.0,0.0,0.0,30.87,1.17,0.0
20230822:0110,0.0,0.0,0.0,28.77,2.34,0.0
20230822:0210,0.0,0.0,0.0,28.34,2.83,0.0
20230822:0310,0.0,0.0,0.0,27.64,2.76,0.0
20230822:0410,0.0,0.0,0.0,27.02,2.62,0.0
20230822:0510,0.0,0.0,0.0,26.56,2.55,0.0
20230822:0610,10430.0,25.36,4.79,26.25,2.48,0.0
20230822:0710,114110.0,184.95,16.36,27.13,2.0,0.0
20230822:0810,307440.0,413.36,28.0,29.58,2.55,0.0
20230822:0910,474260.0,633.82,39.34,32.05,2.41,0.0
20230822:1010,596490.0,817.83,49.83,34.38,2.41,0.0
20230822:1110,671740.0,944.05,58.32,36.42,2.48,0.0
20230822:1210,705190.0,1007.21,62.71,38.14,2.55,0.0
20230822:1310,691970.0,993.1,61.0,39.48,2.55,0.0
20230822:1410,629160.0,896.84,54.07,40.39,2.48,0.0
20230822:1510,523180.0,736.53,44.31,40.88,2.34,0.0
20230822:1610,374150.0,525.95,33.26,40.94,2.07,0.0
20230822:1710,190810.0,289.65,21.71,40.67,1.66,0.0
20230822:1810,34300.0,77.93,10.07,40.07,1.03,0.0
20230822:1910,0.0,0.0,0.0,38.08,1.31,0.0
20230822:2010,0.0,0.0,0.0,35.29,1.31,0.0
20230822:2110,0.0,0.0,0.0,33.25,1.45,0.0
20230822:2210,0.0,0.0,0.0,32.16,2.83,0.0
20230822:2310,0.0,0.0,0.0,31.45,3.45,0.0
20230823:0010,0.0,0.0,0.0,30.52,3.17,0.0
20230823:0110,0.0,0.0,0.0,29.62,2.41,0.0
20230823:0210,0.0,0.0,0.0,28.66,1.79,0.0
20230823:0310,0.0,0.0,0.0,27.35,1.45,0.0
20230823:0410,0.0,0.0,0.0,26.11,1.38,0.0
20230823:0510,0.0,0.0,0.0,25.46,1.17,0.0
20230823:0610,9920.0,24.48,4.63,25.25,1.03,0.0
20230823:0710,116060.0,187.92,16.21,26.27,1.24,0.0
20230823:0810,309090.0,418.02,27.84,30.02,1.93,0.0
20230823:0910,480460.0,642.65,39.17,32.4,2.55,0.0
20230823:1010,604680.0,829.59,49.62,34.29,2.41,0.0
20230823:1110,679470.0,958.45,58.05,35.97,2.21,0.0
20230823:1210,711160.0,1020.64,62.38,37.42,2.14,0.0
20230823:1310,697010.0,1006.43,60.66,38.55,2.0,0.0
20230823:1410,629210.0,903.68,53.76,39.34,1.72,0.0
20230823:1510,524280.0,745.57,44.03,39.69,1.24,0.0
20230823:1610,377860.0,535.09,33.0,39.68,0.83,0.0
20230823:1710,192620.0,292.86,21.45,39.35,0.62,0.0
20230823:1810,32600.0,75.44,9.81,38.71,0.62,0.0
20230823:1910,0.0,0.0,0.0,36.9,1.31,0.0
20230823:2010,0.0,0.0,0.0,34.19,1.52,0.0
20230823:2110,0.0,0.0,0.0,32.91,1.17,0.0
20230823:2210,0.0,0.0,0.0,33.59,0.48,0.0
20230823:2310,0.0,0.0,0.0,29.83,2.28,0.0
20230824:0010,0.0,0.0,0.0,29.15,2.48,0.0
20230824:0110,0.0,0.0,0.0,28.69,2.55,0.0
20230824:0210,0.0,0.0,0.0,27.88,2.14,0.0
20230824:0310,0.0,0.0,0.0,27.14,2.07,0.0
20230824:0410,0.0,0.0,0.0,26.49,1.93,0.0
20230824:0510,0.0,0.0,0.0,25.82,1.79,0.0
20230824:0610,8820.0,22.74,4.47,25.2,1.66,0.0
20230824:0710,113900.0,181.9,16.05,26.49,1.31,0.0
20230824:0810,305760.0,412.58,27.68,29.35,1.72,0.0
20230824:0910,476600.0,639.22,38.99,31.42,1.79,0.0
20230824:1010,603940.0,830.0,49.41,33.55,2.0,0.0
20230824:1110,682120.0,959.01,57.78,35.59,2.28,0.0
20230824:1210,711990.0,1014.97,62.05,37.2,2.41,0.0
20230824:1310,701150.0,1000.73,60.31,38.28,2.55,0.0
20230824:1410,635370.0,897.93,53.45,38.9,2.55,0.0
20230824:1510,532470.0,739.79,43.74,39.09,2.69,0.0
20230824:1610,378590.0,522.86,32.73,38.8,2.9,0.0
20230824:1710,188890.0,282.33,21.19,38.06,2.34,0.0
20230824:1810,33780.0,73.24,9.55,37.45,2.21,0.0
20230824:1910,0.0,0.0,0.0,35.82,2.34,0.0
20230824:2010,0.0,0.0,0.0,34.58,1.93,0.0
20230824:2110,0.0,0.0,0.0,33.2,1.93,0.0
20230824:2210,0.0,0.0,0.0,31.85,2.28,0.0
20230824:2310,0.0,0.0,0.0,30.78,2.34,0.0
20230825:0010,0.0,0.0,0.0,29.57,2.0,0.0
20230825:0110,0.0,0.0,0.0,28.11,1.72,0.0
20230825:0210,0.0,0.0,0.0,26.87,1.72,0.0
20230825:0310,0.0,0.0,0.0,26.03,1.72,0.0
20230825:0410,0.0,0.0,0.0,25.2,1.66,0.0
20230825:0510,0.0,0.0,0.0,24.39,1.59,0.0
20230825:0610,8340.0,21.86,4.31,23.89,1.45,0.0
20230825:0710,112580.0,177.72,15.9,25.27,1.1,0.0
20230825:0810,298760.0,404.84,27.52,29.45,1.17,0.0
20230825:0910,467580.0,630.78,38.82,32.01,1.52,0.0
20230825:1010,591710.0,813.85,49.19,34.15,2.07,0.0
20230825:1110,671260.0,940.08,57.51,35.8,2.48,0.0
20230825:1210,707670.0,1001.1,61.71,37.03,2.76,0.0
20230825:1310,689150.0,967.62,59.97,37.94,3.38,0.0
20230825:1410,599720.0,827.9,53.13,38.27,3.86,0.0
20230825:1510,467930.0,639.69,43.45,37.67,3.17,0.0
20230825:1610,111110.0,164.28,32.46,37.9,3.03,0.0
20230825:1710,140810.0,207.7,20.92,37.63,3.38,0.0
20230825:1810,33380.0,64.12,9.28,36.95,3.38,0.0
20230825:1910,0.0,0.0,0.0,35.32,2.55,0.0
20230825:2010,0.0,0.0,0.0,33.63,2.48,0.0
20230825:2110,0.0,0.0,0.0,32.19,2.48,0.0
20230825:2210,0.0,0.0,0.0,30.94,2.41,0.0
20230825:2310,0.0,0.0,0.0,29.99,2.28,0.0
20230826:0010,0.0,0.0,0.0,29.04,2.07,0.0
20230826:0110,0.0,0.0,0.0,28.14,2.34,0.0
20230826:0210,0.0,0.0,0.0,27.13,2.41,0.0
20230826:0310,0.0,0.0,0.0,26.24,2.0,0.0
20230826:0410,0.0,0.0,0.0,25.52,1.52,0.0
20230826:0510,0.0,0.0,0.0,24.3,1.52,0.0
20230826:0610,0.0,2.62,4.15,23.69,1.52,0.0
20230826:0710,77220.0,116.65,15.74,25.02,1.79,0.0
20230826:0810,303320.0,404.4,27.36,26.78,1.52,0.0
20230826:0910,393340.0,516.64,38.64,28.77,2.21,0.0
20230826:1010,76480.0,114.96,48.98,30.46,3.66,0.0
20230826:1110,468650.0,617.53,57.23,30.57,3.79,0.0
20230826:1210,88680.0,130.72,61.37,30.72,2.9,0.0
20230826:1310,68870.0,105.69,59.62,31.51,3.93,0.0
20230826:1410,165480.0,229.0,52.8,32.8,4.55,0.0
20230826:1510,135380.0,190.98,43.16,33.08,5.03,0.0
20230826:1610,310960.0,413.17,32.18,32.89,5.31,0.0
20230826:1710,147760.0,211.31,20.65,32.18,5.45,0.0
20230826:1810,32410.0,61.06,9.01,30.95,5.24,0.0
20230826:1910,0.0,0.0,0.0,28.71,4.34,0.0
20230826:2010,0.0,0.0,0.0,27.39,4.55,0.0
20230826:2110,0.0,0.0,0.0,26.11,4.69,0.0
20230826:2210,0.0,0.0,0.0,24.6,4.76,0.0
20230826:2310,0.0,0.0,0.0,23.05,4.28,0.0
20230827:0010,0.0,0.0,0.0,21.92,4.21,0.0
20230827:0110,0.0,0.0,0.0,21.01,4.07,0.0
20230827:0210,0.0,0.0,0.0,20.25,3.79,0.0
20230827:0310,0.0,0.0,0.0,19.65,3.72,0.0
20230827:0410,0.0,0.0,0.0,19.17,3.38,0.0
20230827:0510,0.0,0.0,0.0,18.88,2.83,0.0
20230827:0610,6950.0,19.24,3.99,18.66,2.55,0.0
20230827:0710,122580.0,188.65,15.59,18.77,3.1,0.0
20230827:0810,335420.0,427.24,27.2,20.11,3.66,0.0
20230827:0910,516310.0,648.59,38.46,21.54,3.66,0.0
20230827:1010,651880.0,837.1,48.76,22.98,3.31,0.0
20230827:1110,734160.0,965.04,56.95,24.39,3.1,0.0
20230827:1210,764380.0,1019.76,61.03,25.61,2.97,0.0
20230827:1310,755420.0,1011.06,59.26,26.58,2.97,0.0
20230827:1410,683920.0,905.43,52.48,27.25,3.1,0.0
20230827:1510,538810.0,702.9,42.86,27.57,3.03,0.0
20230827:1610,364360.0,476.05,31.9,27.69,2.9,0.0
20230827:1710,206320.0,293.79,20.38,27.51,2.83,0.0
20230827:1810,34000.0,64.38,8.74,27.07,2.48,0.0
20230827:1910,0.0,0.0,0.0,26.35,2.21,0.0
20230827:2010,0.0,0.0,0.0,25.16,2.0,0.0
20230827:2110,0.0,0.0,0.0,23.98,1.93,0.0
20230827:2210,0.0,0.0,0.0,22.85,1.79,0.0
20230827:2310,0.0,0.0,0.0,21.72,1.59,0.0
20230828:0010,0.0,0.0,0.0,20.55,1.52,0.0
20230828:0110,0.0,0.0,0.0,19.88,1.31,0.0
20230828:0210,0.0,0.0,0.0,20.31,1.1,0.0
20230828:0310,0.0,0.0,0.0,19.28,1.17,0.0
20230828:0410,0.0,0.0,0.0,18.61,1.24,0.0
20230828:0510,0.0,0.0,0.0,17.84,1.24,0.0
20230828:0610,7020.0,19.24,3.83,16.86,1.52,0.0
20230828:0710,122890.0,189.6,15.43,18.14,1.24,0.0
20230828:0810,331850.0,430.29,27.04,21.47,1.72,0.0
20230828:0910,504740.0,650.75,38.28,23.29,1.79,0.0
20230828:1010,623960.0,838.45,48.54,24.83,0.83,0.0
20230828:1110,700460.0,978.4,56.67,26.19,0.41,0.0
20230828:1210,743580.0,1034.4,60.69,27.5,1.24,0.0
20230828:1310,741540.0,1024.3,58.91,28.5,1.72,0.0
20230828:1410,688930.0,934.73,52.15,29.2,2.21,0.0
20230828:1510,572390.0,759.39,42.56,29.53,2.62,0.0
20230828:1610,404910.0,534.52,31.62,29.5,2.76,0.0
20230828:1710,204870.0,294.81,20.11,29.17,2.76,0.0
20230828:1810,27310.0,66.17,8.46,28.55,2.76,0.0
20230828:1910,0.0,0.0,0.0,27.53,1.93,0.0
20230828:2010,0.0,0.0,0.0,26.17,2.0,0.0
20230828:2110,0.0,0.0,0.0,25.09,2.14,0.0
20230828:2210,0.0,0.0,0.0,24.22,2.34,0.0
20230828:2310,0.0,0.0,0.0,23.48,2.41,0.0
20230829:0010,0.0,0.0,0.0,22.69,2.21,0.0
20230829:0110,0.0,0.0,0.0,21.79,1.86,0.0
20230829:0210,0.0,0.0,0.0,20.73,1.59,0.0
20230829:0310,0.0,0.0,0.0,19.92,1.31,0.0
20230829:0410,0.0,0.0,0.0,19.28,1.24,0.0
20230829:0510,0.0,0.0,0.0,19.06,1.1,0.0
20230829:0610,5850.0,17.49,3.66,19.49,0.9,0.0
20230829:0710,120420.0,187.47,15.28,19.76,0.48,0.0
20230829:0810,320150.0,421.45,26.88,22.45,0.48,0.0
20230829:0910,489120.0,645.06,38.1,24.77,0.62,0.0
20230829:1010,612560.0,837.94,48.31,26.66,0.41,0.0
20230829:1110,691580.0,971.58,56.38,28.25,0.55,0.0
